ID,File #,Action Date,Title,Vote,Meeting Body
284,230760.0,7/10/2023,"Motion rejecting the Mayor's nomination for the appointment of Raquel Bito to the Building Inspection Commission, term ending July 1, 2024.",No,Rules Committee
285,230758.0,7/10/2023,"Motion approving the Mayor's nomination for the appointment of Bianca Neumann to the Building Inspection Commission, term ending July 1, 2025.",Aye,Rules Committee
286,230759.0,7/10/2023,"Motion approving the Mayor's nomination for the appointment of Angie Sommer to the Building Inspection Commission, term ending July 1, 2024.",Aye,Rules Committee
287,230802.0,7/10/2023,"Motion approving President Aaron Peskin’s nomination for the appointment of Alysabeth Alexander-Tut to the Building Inspection Commission, term ending July 1, 2025.",Aye,Rules Committee
288,230804.0,7/10/2023,"Motion approving President Aaron Peskin’s nomination for the appointment of Evita Chavez to the Building Inspection Commission, term July 1, 2025.",Aye,Rules Committee
289,230805.0,7/10/2023,"Motion approving President Aaron Peskin’s nomination for the appointment of Kavin Williams to the Building Inspection Commission, term ending July 1, 2024.",Aye,Rules Committee
290,230786.0,7/10/2023,"Motion approving the Mayor’s nomination for the reappointment of Kate Favetti to the Civil Service Commission, term ending June 30, 2029.",Aye,Rules Committee
291,230787.0,7/10/2023,"Motion approving the Mayor’s nomination for the reappointment of Jacqueline Minor to the Civil Service Commission, term ending June 30, 2029.",Aye,Rules Committee
292,230755.0,7/10/2023,"Motion approving the Mayor's nomination for the appointment of Lydia So to the Municipal Transportation Agency Board of Directors, term ending March 1, 2025.",Aye,Rules Committee
293,230758.0,7/10/2023,"Motion approving the Mayor's nomination for the appointment of Bianca Neumann to the Building Inspection Commission, term ending July 1, 2025.",Aye,Rules Committee
294,230759.0,7/10/2023,"Motion approving the Mayor's nomination for the appointment of Angie Sommer to the Building Inspection Commission, term ending July 1, 2024.",Aye,Rules Committee
295,230760.0,7/10/2023,"Motion rejecting the Mayor's nomination for the appointment of Raquel Bito to the Building Inspection Commission, term ending July 1, 2024.",No,Rules Committee
296,230802.0,7/10/2023,"Motion approving President Aaron Peskin’s nomination for the appointment of Alysabeth Alexander-Tut to the Building Inspection Commission, term ending July 1, 2025.",Aye,Rules Committee
297,230804.0,7/10/2023,"Motion approving President Aaron Peskin’s nomination for the appointment of Evita Chavez to the Building Inspection Commission, term July 1, 2025.",Aye,Rules Committee
298,230805.0,7/10/2023,"Motion approving President Aaron Peskin’s nomination for the appointment of Kavin Williams to the Building Inspection Commission, term ending July 1, 2024.",Aye,Rules Committee
299,230786.0,7/10/2023,"Motion approving the Mayor’s nomination for the reappointment of Kate Favetti to the Civil Service Commission, term ending June 30, 2029.",Aye,Rules Committee
300,230787.0,7/10/2023,"Motion approving the Mayor’s nomination for the reappointment of Jacqueline Minor to the Civil Service Commission, term ending June 30, 2029.",Aye,Rules Committee
301,230400.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by New Cingular Wireless PCS LLC against the City and County of San Francisco for $463,593; the lawsuit was filed on December 12, 2022, in San Francisco Superior Court, Case No. CGC-22-603406; entitled New Cingular Wireless PCS LLC. v. City and County of San Francisco et al.; the lawsuit involves a claim for refund of penalties and interest related to the access line tax for tax periods February 1, 2021, through and including August 31, 2021.",Aye,Board of Supervisors
302,230431.0,6/13/2023,"Resolution approving the settlement of the unlitigated claim filed by Bonifacio Rei Q Salvador against the City and County of San Francisco for $39,223.18; the claim was filed on December 21, 2021; the claim involves alleged property damage and personal injury from a vehicle collision.",Aye,Board of Supervisors
303,230472.0,6/13/2023,"Resolution approving the settlement of the unlitigated claim filed by Goodwill of the San Francisco Bay against the City and County of San Francisco for $240,280.15; the claim was filed on September 23, 2022; the claim involves allegations of unpaid State Unemployment Insurance charges; other material terms of the settlement include a mutual full and final release, with each party to bear their own costs.",Aye,Board of Supervisors
304,230470.0,6/13/2023,"Resolution approving settlement of the unlitigated claim filed by Euphoria Hospitality, Inc., dba Nob Hill Hotel, against the City and County of San Francisco for $245,152.11; the claim was filed on February 3, 2023; the claim involves allegations of property damage to the Nob Hill Hotel caused by shelter-in-place (SIP) hotel guests during the COVID-19 pandemic and resulting loss of use; other material terms of the settlement include a mutual full and final release, with each party to bear their own costs.",Aye,Board of Supervisors
305,230471.0,6/13/2023,"Resolution approving the settlement of the unlitigated claim filed by SF Good LLC, against the City and County of San Francisco for $3,893,862; the claim was filed on February 21, 2023; the claim involves allegations of property damage to the Good Hotel caused by shelter-in-place (SIP) hotel guests during the COVID-19 pandemic and resulting loss of use; other material terms of the settlement include a mutual full and final release, with each party to bear their own costs.",Aye,Board of Supervisors
306,230494.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by Esquivel Grading & Paving, Inc. against the City and County of San Francisco by the payment of $250,000; the action against the City was filed on April 12, 2022, in the Superior Court of California, County of San Francisco, Case No. CGC-20-587321; entitled Con-Quest Contractors, Inc. v. Esquivel Grading & Paving, Inc., et al.; the lawsuit involves alleged breach of contract; material terms of the settlement are that the City will pay Con-Quest Contractors, Inc. $250,000 and Esquivel will pay Con-Quest $150,000.",Aye,Board of Supervisors
307,230495.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by the City and County of San Francisco for payment to San Francisco for $300,000; the lawsuit was filed on November 15, 2019, in Stanislaus County Superior Court, Case No. CV-19-006916; entitled City and County of San Francisco v. Richard F. Bettencourt, et al.; the lawsuit involves damage to approximately 500 feet of San Joaquin Pipeline (“SJPL No. 1”); other material terms of the settlement are the City shall receive $300,000.",Aye,Board of Supervisors
308,230496.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by Cheryl Thornton against the City and County of San Francisco for $100,000; the lawsuit was filed on April 20, 2021, in United States District Court, Northern District of California, Case No. 3:21-cv-02938-SI; entitled Cheryl Thornton v. City and County of San Francisco; the lawsuit involves an employment dispute.",Aye,Board of Supervisors
309,230498.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by Dellfinia Hardy against the City and County of San Francisco for $116,250; the lawsuit was filed on April 20, 2021, in United States District Court, Northern District of California, Case No. 3:21-cv-02934-SI; entitled Dellfinia Hardy v. City and County of San Francisco; the lawsuit involves an employment dispute.",Aye,Board of Supervisors
310,230497.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by Darlene Daevu against the City and County of San Francisco for $90,000; the lawsuit was filed on April 20, 2021, in United States District Court, Northern District of California, Case No. 4:21-cv-02936-JST; entitled Darlene Daevu v. City and County of San Francisco; the lawsuit involves an employment dispute.",Aye,Board of Supervisors
311,230499.0,6/13/2023,"Resolution approving the settlement of the unlitigated claim filed by Wing Kwok and Lai Leng Lei against the City and County of San Francisco for $71,000; the claim was filed on November 8, 2022; the claim involves alleged property damage due to flooding caused by a water main rupture.",Aye,Board of Supervisors
312,230530.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit, subject to the approval of the Probate Court, filed by Jane Doe 1, Jane Doe 4, Jane Doe 5, Jane Doe 6, Jane Doe 9, John Doe 1, John Doe 2, John Doe 3, John Doe 4, John Doe 6, John Doe 7 against the City and County of San Francisco for $2,223,500; the lawsuit was filed on May 28, 2021, in San Francisco Superior Court, Case No. CGC-21-592296; entitled Jane Doe 1, et al. v. City and County of San Francisco, et al.; the lawsuit involves allegations of abuse and privacy violations brought by current and former residents of Laguna Honda Hospital and R",Aye,Board of Supervisors
313,230532.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by Ricky Williams against the City and County of San Francisco for $75,000; the lawsuit was filed on October 1, 2020, in San Francisco Superior Court, Case No. CGC-20-587073; entitled Ricky Williams v. City and County of San Francisco; the lawsuit involves an employment dispute.",Aye,Board of Supervisors
314,230534.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by Abdul Nevarez and Priscilla Nevarez against the City and County of San Francisco for $227,500; the lawsuit was filed on September 27, 2019, in United States District Court, Northern District of California, Case No. 19-CV-06155-SK; entitled Abdul Nevarez and Priscilla Nevarez v. City of San Francisco, et al.; the lawsuit involves disability access violations in the City’s golf courses; other material terms of the settlement are making certain disability access improvements at the Harding Park and Fleming Park golf courses.",Aye,Board of Supervisors
315,230531.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by Jonathan Valladares against the City and County of San Francisco for $45,000; the lawsuit was filed on October 3, 2019, in San Francisco Superior Court, Case No. CGC-19-579765; entitled Jonathan Valladares v. City and County of San Francisco, et al.; the lawsuit involves alleged personal injury from vehicle collision.",Aye,Board of Supervisors
316,230533.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by Patrick Jackson against the City and County of San Francisco et al. for $50,000; the lawsuit was filed on February 23, 2022, in San Francisco Superior Court, Case No. CGC-22-598303; entitled Patrick Jackson v. City and County of San Francisco et al.; the lawsuit involves an employment dispute.",Aye,Board of Supervisors
317,230535.0,6/13/2023,"Resolution approving a tolling agreement to toll the statute of limitations on The Mexican Museum’s lawsuit against the City in exchange for a dismissal without prejudice in The Mexican Museum v. City and County of San Francisco, et al., San Francisco Superior Case No. CGC-14-542509.",Aye,Board of Supervisors
318,230556.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by Xavier Pittman against the City and County of San Francisco for $195,000; the lawsuit was filed on April 19, 2022, in United States District Court for the Northern District of California, Case No. 22-cv-02412-LB; entitled Xavier Pittman v. City and County of San Francisco, et al.; the lawsuit involves an officer involved shooting.",Aye,Board of Supervisors
319,230555.0,6/13/2023,"Ordinance authorizing settlement of the lawsuit filed by David Cordero against the City and County of San Francisco for $69,999; the lawsuit was filed on April 9, 2019, in U.S. District Court for the Northern District of California, Case No. 19-cv-01834; entitled David Cordero v. City and County of San Francisco, et al.; the lawsuit involves alleged civil rights violations arising out of a traffic stop on August 12, 2018.",Aye,Board of Supervisors
320,230448.0,6/13/2023,"Ordinance adopting and implementing the Memorandum of Understanding between the City and County of San Francisco and San Francisco Fire Fighters Union Local 798, IAFF, AFL-CIO, Unit 1, to be effective July 1, 2023, through June 30, 2026.",Aye,Board of Supervisors
321,230449.0,6/13/2023,"Ordinance adopting and implementing the Memorandum of Understanding between the City and County of San Francisco and San Francisco Fire Fighters Union Local 798, IAFF, AFL-CIO, Unit 2, to be effective July 1, 2023, through June 30, 2026.",Aye,Board of Supervisors
322,230561.0,6/13/2023,"Ordinance adopting and implementing the Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association - Fire, to be effective July 1, 2023, through June 30, 2026.",Aye,Board of Supervisors
323,230563.0,6/13/2023,"Ordinance fixing compensation for persons employed by the City and County of San Francisco whose compensation is subject to the provisions of Section A8.409 of the Charter, in job codes not represented by an employee organization, and establishing working schedules and other terms and conditions of employment and methods of payment effective July 1, 2023.",Aye,Board of Supervisors
324,230564.0,6/13/2023,"Ordinance adopting and implementing the Second Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and Service Employees International Union, Local 1021, effective July 1, 2023, to adopt a side letter agreement to undertake classification studies and equity adjustments for certain represented classifications.",Aye,Board of Supervisors
325,230565.0,6/13/2023,"Ordinance adopting and implementing the Third Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and Service Employees International Union Local 1021, effective July 1, 2023, to amend the compensation provision for 8238 Public Safety Communications Dispatcher and 8239 Senior Police Communications Dispatcher to provide an additional sixth salary step to both classifications.",Aye,Board of Supervisors
326,230566.0,6/13/2023,"Ordinance adopting and implementing the Fourth Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and Service Employees International Union, Local 1021, effective July 1, 2023, to adopt a side letter agreement for a retention payment program for certain Human Services Agency employees who provide child welfare emergency response services.",Aye,Board of Supervisors
327,230567.0,6/13/2023,"Ordinance adopting and implementing the First Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association, effective July 1, 2023, to adopt a side letter agreement for a retention payment program for certain Human Services Agency employees who provide child welfare emergency response services.",Aye,Board of Supervisors
328,230568.0,6/13/2023,"Ordinance adopting and implementing the Second Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association, effective July 1, 2023, to adopt a side letter agreement to reinstate the Airport Employee Transit Pilot Program at San Francisco International Airport.",Aye,Board of Supervisors
329,230562.0,6/13/2023,"Ordinance adopting and implementing the Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association - Police, to be effective July 1, 2023, through June 30, 2026.",Aye,Board of Supervisors
330,230164.0,6/13/2023,"Ordinance amending the Planning Code to allow continued use of existing shared spaces in specified public parking lots in the Mission Street Neighborhood Commercial Transit (NCT) District without triggering abandonment of the underlying vehicular parking use; affirming the Planning Department’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors
331,230192.0,6/13/2023,"Ordinance amending the Landmark Designation for Landmark No. 100, 429-431 Castro Street (the Castro Theatre), Assessor’s Parcel Block No. 3582, Lot No. 085, under Article 10 of the Planning Code, to list the exterior features that should be preserved or replaced in kind, to add interior features to the designation, and to capture the property’s full historical significance; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency",Aye,Board of Supervisors
332,200144.0,6/13/2023,"Ordinance amending the Police Code to provide that cannabis retail permit applications will not be accepted by the Office of Cannabis during the period between the effective date of this ordinance and December 31, 2027; and affirming the Planning Department’s determination under the California Environmental Quality Act.",Aye,Board of Supervisors
333,220814.0,6/13/2023,"Ordinance amending the Health Code to designate the City Attorney rather than the District Attorney to represent the City in judicial proceedings to establish a “Murphy Conservatorship,” a conservatorship for individuals who have been found mentally incompetent during a criminal proceeding involving a charge of death, great bodily harm, or a serious threat to the physical well-being of another person; there has been a finding of probable cause and the proceeding has not been dismissed; as a result of a mental health disorder, the individual is unable to understand the nature and purpose of the",Aye,Board of Supervisors
334,230474.0,6/13/2023,"Resolution approving the Professional Services Agreement, Contract No. 50337, for a five-year term commencing July 1, 2023, through June 30, 2028, in an amount not to exceed $214,947,987 for the Management and Operations of Airport Public and Employee Parking Facilities between SP Plus SF Joint Venture and the City and County of San Francisco, acting by and through its Airport Commission.",Aye,Board of Supervisors
335,230536.0,6/13/2023,"Resolution approving the settlement of the unlitigated claim filed by 1231 Market Street Owner L.P. against the City and County of San Francisco for $19,500,000; the claim was filed on April 13, 2023; the claim involves allegations of property damage to the Hotel Whitcomb caused by shelter-in-place (SIP) hotel guests during the COVID-19 pandemic and resulting loss of use; other material terms of the settlement include a mutual full and final release, with each party to bear their own costs.",Aye,Board of Supervisors
336,190785.0,6/13/2023,"Motion responding to the Civil Grand Jury’s request to provide a status update on the Board of Supervisor’s response to Recommendation Nos. R1, R2, R3, R6, R7, and R8 contained in the 2018-2019 Civil Grand Jury Report, entitled “Act Now Before it is Too Late: Aggressively Expand and Enhance Our High-Pressure Emergency Firefighting Water System.”",Aye,Board of Supervisors
337,230493.0,6/13/2023,"Ordinance amending the Planning Code to designate The Church for the Fellowship of All Peoples, at 2041 Larkin Street, Assessor’s Parcel Block No. 0572, Lot No. 003, as a Landmark consistent with the standards set forth in Article 10 of the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors
338,230451.0,6/13/2023,Ordinance amending the Administrative Code to designate the wild parrot as the official animal of the City and County of San Francisco.,Aye,Board of Supervisors
339,230539.0,6/13/2023,"Motion appointing Elizabeth Winograd, term ending October 8, 2026, to the Children and Families First Commission.",Aye,Board of Supervisors
340,230641.0,6/13/2023,"Resolution rejecting the retail water and wastewater rates and charges for Fiscal Year End (FYE) 2024-2026 from the San Francisco Public Utilities Commission, pursuant to Charter, Section 8B.125.",Aye,Board of Supervisors
341,230597.0,6/13/2023,"Resolution approving Amendment No. 2 to the agreement between The Regents of the University of California and the Department of Public Health, for behavioral health services for children, youth and families, to increase the agreement by $9,956,190 for an amount not to exceed $19,820,764; to extend the term by four years, from June 30, 2023, for a total agreement term of July 1, 2018, through June 30, 2027; and to authorize the Department of Public Health to enter into amendments or modifications to the contract prior to its final execution by all parties that do not materially increase the obl",Aye,Board of Supervisors
342,230598.0,6/13/2023,"Resolution retroactively approving Amendment No. 2 to the agreement between The Regents of the University of California, A Constitutional Corporation, on behalf of its San Francisco Campus University of California (UC) San Francisco General Hospital (SFGH) Clinical Practice Group SFGH/Comm Focus PGM and the Department of Public Health, for mental health services for the Infant Parent Program, to increase the agreement by $5,208,598 for an amount not to exceed $14,647,481; to extend the term by five years and six months, from December 31, 2022, for a total agreement term of July 1, 2018, throug",Aye,Board of Supervisors
343,230599.0,6/13/2023,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $9,818,147 from the Centers for Disease Control and Prevention for participation in a program, entitled “San Francisco Project INVEST (INnovations that Value Equity and Strengthen Teams),” for the period of December 1, 2022, through November 30, 2027.",Aye,Board of Supervisors
344,230600.0,6/13/2023,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $500,000 from the California Department of Public Health through the Physicians for a Healthy California for participation in a program, entitled “COVID-19 Test to Treat Equity Grant,” for the period of December 1, 2022, through June 30, 2023.",Aye,Board of Supervisors
345,230601.0,6/13/2023,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $2,668,251 from the California Department of Public Health for participation in a program, entitled “Syphilis Outbreak Strategy (SOS) Grant,” for the period of July 1, 2022, through June 30, 2027.",Aye,Board of Supervisors
346,230642.0,6/13/2023,"Proposed Interim Budget and Appropriation Ordinance appropriating all estimated receipts and all estimated expenditures for Departments of the City and County of San Francisco as of June 1, 2023, for the Fiscal Years (FYs) ending June 30, 2024, and June 30, 2025.",No,Board of Supervisors
347,230643.0,6/13/2023,"Proposed Interim Annual Salary Ordinance enumerating positions in the Annual Budget and Appropriation Ordinance for the Fiscal Years (FYs) ending June 30, 2024, and June 30, 2025, continuing, creating, or establishing these positions; enumerating and including therein all positions created by Charter or State law for which compensations are paid from City and County funds and appropriated in the Annual Appropriation Ordinance; authorizing appointments or continuation of appointments thereto; specifying and fixing the compensations and work schedules thereof; and authorizing appointments to tem",No,Board of Supervisors
348,230642.0,6/13/2023,"Proposed Interim Budget and Appropriation Ordinance appropriating all estimated receipts and all estimated expenditures for Departments of the City and County of San Francisco as of June 1, 2023, for the Fiscal Years (FYs) ending June 30, 2024, and June 30, 2025.",Aye,Board of Supervisors
349,230643.0,6/13/2023,"Proposed Interim Annual Salary Ordinance enumerating positions in the Annual Budget and Appropriation Ordinance for the Fiscal Years (FYs) ending June 30, 2024, and June 30, 2025, continuing, creating, or establishing these positions; enumerating and including therein all positions created by Charter or State law for which compensations are paid from City and County funds and appropriated in the Annual Appropriation Ordinance; authorizing appointments or continuation of appointments thereto; specifying and fixing the compensations and work schedules thereof; and authorizing appointments to tem",Aye,Board of Supervisors
350,230371.0,6/13/2023,"Ordinance amending the Planning Code to 1) facilitate residential uses Downtown by authorizing the conversion of non-residential uses to residential use in C (Commercial) zoning districts, and exempting such projects from requirements for rear yard, open space, streetscape improvements, dwelling unit exposure, bike parking, transportation demand management, dwelling unit mix, and Intermediate Length Occupancy controls, permitting live work units in such projects, streamlining administrative approvals for projects in the C-3 zoning district, and modifying the dimensional limits on exemptions to",Aye,Board of Supervisors
351,230696.0,6/13/2023,"Motion approving Final Map No. 11127, a 53 Unit Residential and a 3 Unit Commercial, Mixed-Use Condominium Project, located at 1580 Pacific Avenue, being a subdivision of Assessor’s Parcel Block No. 0573, Lot No. 011; and adopting findings pursuant to the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors
352,230626.0,6/13/2023,"Motion scheduling the Board of Supervisors to sit as a Committee of the Whole on July 11, 2023, at 3:00 p.m., to hold a public hearing on a Resolution confirming report of delinquent real property transfer tax under Business and Tax Regulations Code, Section 1115.1(c), for Assessor’s Parcel Block No. 0340, Lot No. 004 (2-16 Turk Street), and directing transmission of said report to the Controller and Tax Collector for collection and deposit into the General Fund.",Aye,Board of Supervisors
353,230712.0,6/13/2023,"Resolution designating the San Francisco Arts Commission as the City and County of San Francisco agency serving as the state-local partner with the California Arts Council from July 1, 2023, through June 30, 2024.",Aye,Board of Supervisors
354,230713.0,6/13/2023,"Resolution supporting the passage of California State Assembly Bill No. 346, authored by Assemblymember Sharon Quirk-Silva, which would make various amendments to the Low-Income Housing Tax Credits program and the California Debt Limit Allocation Committee rulemaking.",Aye,Board of Supervisors
355,230714.0,6/13/2023,"Resolution urging the Biden Administration to allocate federal funding and resources from the ALL INside Initiative to San Francisco, urging the Newsom Administration to allocate ongoing state funding for the Homeless Housing, Assistance, and Prevention (HHAP) program, extend the Project Homekey funding, and urging the San Francisco Department of Homelessness and Supportive Housing to develop a regional strategic response to the homeless crisis.",Aye,Board of Supervisors
356,230715.0,6/13/2023,"Resolution supporting Assembly Constitutional Amendment No. 5, introduced by Assembly Member Evan Low and Senator Scott Wiener, to remove the ban on same-sex marriage equality in the California State Constitution and reverse Proposition 8.",Aye,Board of Supervisors
357,230717.0,6/13/2023,"Resolution supporting California State Senate Bill No. 260, the Menstrual Equity Act of 2023, authored by State Senator Caroline Menjivar, to expand CalWorks to cover menstrual hygiene product purchases.",Aye,Board of Supervisors
358,230718.0,6/13/2023,"Resolution supporting California State Senate Bill No. 729, authored by State Senator Caroline Menjivar, to expand health insurance coverage to include treatments for infertility and fertility services.",Aye,Board of Supervisors
359,230721.0,6/13/2023,"Resolution commending Nancy Wuerfel for her exemplary advocacy and stewardship in promoting preservation and conservation efforts in the City and County of San Francisco, recognizing her significant contributions to historic preservation, environmental protection, and neighborhood-based planning, and expressing gratitude for her dedicated service to the citizens of San Francisco.",Aye,Board of Supervisors
360,230639.0,6/12/2023,"Motion appointing William Monroe Palmer II, term ending March 1, 2027, to the Sheriff’s Department Oversight Board.",Aye,Rules Committee
361,230698.0,6/12/2023,"Motion approving President Aaron Peskin’s nomination for the appointment of Katherine Doumani, term ending June 6, 2025, to the Enhanced Infrastructure Financing District Public Financing Authority No. 1.",Aye,Rules Committee
362,230700.0,6/12/2023,"Motion approving President Aaron Peskin’s nomination for the appointment of Keith Goldstein, term ending June 6, 2027, to the Enhanced Infrastructure Financing District Public Financing Authority No. 1.",Aye,Rules Committee
363,230699.0,6/12/2023,"Motion approving the appointment of Supervisor Aaron Peskin as an alternate to seats 1, 2, and 3, term ending June 6, 2027, to the Enhanced Infrastructure Financing District Public Financing Authority No. 1.",Aye,Rules Committee
364,230698.0,6/12/2023,"Motion approving President Aaron Peskin’s nomination for the appointment of Katherine Doumani, term ending June 6, 2025, to the Enhanced Infrastructure Financing District Public Financing Authority No. 1.",Aye,Rules Committee
365,230700.0,6/12/2023,"Motion approving President Aaron Peskin’s nomination for the appointment of Keith Goldstein, term ending June 6, 2027, to the Enhanced Infrastructure Financing District Public Financing Authority No. 1.",Aye,Rules Committee
366,230699.0,6/12/2023,"Motion approving the appointment of Supervisor Aaron Peskin as an alternate to seats 1, 2, and 3, term ending June 6, 2027, to the Enhanced Infrastructure Financing District Public Financing Authority No. 1.",Aye,Rules Committee
367,230467.0,6/12/2023,"Motion appointing, Michael Reed, term ending April 30, 2024, and Mikaila Garfinkel, Lisa Irene Fagundes, Jane Tobin, and Michael Angelo Torres, terms ending April 30, 2025, to the Commission of Animal Control and Welfare.",Aye,Rules Committee
368,230165.0,6/12/2023,"Ordinance amending the Administrative Code to limit the application of nonprofit reporting requirements to organizations receiving more than $100,000 annually, require submission of tax and governance documents to confirm nonprofit status, centralize reporting by restoring the City Administrator as the sole collector of information, and require the City Administrator to make reported information publicly available.",Aye,Rules Committee
369,230482.0,6/12/2023,"Ordinance amending the Park Code to 1) reduce the number of seats on the Parks, Recreation, and Open Space Advisory Committee (PROSAC), 2) provide for alternate members, 3) allow members to serve for more than four consecutive terms, 4) provide for the appointment of members having experience with environmental justice, racial equity, and disability issues; and 5) provide that meetings shall occur at City Hall.",Aye,Rules Committee
370,230165.0,6/12/2023,"Ordinance amending the Administrative Code to limit the application of nonprofit reporting requirements to organizations receiving more than $100,000 annually, require submission of tax and governance documents to confirm nonprofit status, centralize reporting by restoring the City Administrator as the sole collector of information, and require the City Administrator to make reported information publicly available.",Aye,Rules Committee
371,230482.0,6/12/2023,"Ordinance amending the Park Code to 1) reduce the number of seats on the Parks, Recreation, and Open Space Advisory Committee (PROSAC), 2) provide for alternate members, 3) allow members to serve for more than four consecutive terms, 4) provide for the appointment of members having experience with environmental justice, racial equity, and disability issues; and 5) provide that meetings shall occur at City Hall.",Aye,Rules Committee
372,230469.0,6/8/2023,"Resolution determining that the issuance of a Type-90 on-sale general music venue liquor license to Qualia Entertainment Inc., to do business as Arena SF located at 2565 Mission Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Public Safety and Neighborhood Services Committee
373,230469.0,6/8/2023,"Resolution determining that the issuance of a Type-90 on-sale general music venue liquor license to Qualia Entertainment Inc., to do business as Arena SF located at 2565 Mission Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Public Safety and Neighborhood Services Committee
374,230527.0,6/8/2023,"Resolution determining that the person-to-person, premises-to-premises transfer of a Type-21 off-sale general beer, wine, and distilled spirits liquor license to The Epicurean Trader, Inc., doing business as The Epicurean Trader, located at 2240 Market Street (District 8), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose a condition on the issuance of the license.",Aye,Public Safety and Neighborhood Services Committee
375,230527.0,6/8/2023,"Resolution determining that the person-to-person, premises-to-premises transfer of a Type-21 off-sale general beer, wine, and distilled spirits liquor license to The Epicurean Trader, Inc., doing business as The Epicurean Trader, located at 2240 Market Street (District 8), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose a condition on the issuance of the license.",Aye,Public Safety and Neighborhood Services Committee
376,221220.0,6/8/2023,"Hearing regarding updates on the Sheriff's Department's current staffing levels and how staffing impacts relate to jail conditions and a status report of rehabilitation programs, including but not limited to Five Keys Charter, RSVP, etc.; and requesting the Sheriff's Department to report.",Aye,Public Safety and Neighborhood Services Committee
377,230070.0,6/8/2023,Resolution urging the San Francisco Department of Human Resources to explore ways to adopt policies to match top recruitment bonuses offered by law enforcement agencies in Northern California that compete for new and laterally hired police officers and sheriff deputies; urging the Police Commission and Sheriff’s Department Oversight Board to develop sworn staffing plans to achieve recommended full-duty police and sheriff staffing levels; and urging continued improved efficiencies in the recruitment and hiring of prospective San Francisco Police Department officers and San Francisco Sheriff’s D,Aye,Public Safety and Neighborhood Services Committee
378,230070.0,6/8/2023,Resolution urging the San Francisco Department of Human Resources to explore ways to adopt policies to match top recruitment bonuses offered by law enforcement agencies in Northern California that compete for new and laterally hired police officers and sheriff deputies; urging the Police Commission and Sheriff’s Department Oversight Board to develop sworn staffing plans to achieve recommended full-duty police and sheriff staffing levels; and urging continued improved efficiencies in the recruitment and hiring of prospective San Francisco Police Department officers and San Francisco Sheriff’s D,Aye,Public Safety and Neighborhood Services Committee
379,221160.0,6/6/2023,"Ordinance amending the Health Code to exempt applicants for Massage Establishment, Sole Practitioner Massage Establishment, and Outcall Massage Service permits from fingerprinting requirements if the applicant holds a valid license issued by the California Massage Therapy Council; remove certain departments (Building Inspection, Police, Fire) from the list of departments that the Department of Public Health (DPH) must notify regarding new Massage Establishment permit applications, and remove all notification requirements to departments in cases of change in ownership of Massage Establishments",Aye,Board of Supervisors
