,File #,Action Date,Title,Vote,Meeting Body
348,230566.0,6/13/2023,"Ordinance adopting and implementing the Fourth Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and Service Employees International Union, Local 1021, effective July 1, 2023, to adopt a side letter agreement for a retention payment program for certain Human Services Agency employees who provide child welfare emergency response services.",Aye,Board of Supervisors
349,230567.0,6/13/2023,"Ordinance adopting and implementing the First Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association, effective July 1, 2023, to adopt a side letter agreement for a retention payment program for certain Human Services Agency employees who provide child welfare emergency response services.",Aye,Board of Supervisors
350,230568.0,6/13/2023,"Ordinance adopting and implementing the Second Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association, effective July 1, 2023, to adopt a side letter agreement to reinstate the Airport Employee Transit Pilot Program at San Francisco International Airport.",Aye,Board of Supervisors
351,230562.0,6/13/2023,"Ordinance adopting and implementing the Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association - Police, to be effective July 1, 2023, through June 30, 2026.",Aye,Board of Supervisors
352,230164.0,6/13/2023,"Ordinance amending the Planning Code to allow continued use of existing shared spaces in specified public parking lots in the Mission Street Neighborhood Commercial Transit (NCT) District without triggering abandonment of the underlying vehicular parking use; affirming the Planning Department’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors
353,230192.0,6/13/2023,"Ordinance amending the Landmark Designation for Landmark No. 100, 429-431 Castro Street (the Castro Theatre), Assessor’s Parcel Block No. 3582, Lot No. 085, under Article 10 of the Planning Code, to list the exterior features that should be preserved or replaced in kind, to add interior features to the designation, and to capture the property’s full historical significance; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency",Aye,Board of Supervisors
354,200144.0,6/13/2023,"Ordinance amending the Police Code to provide that cannabis retail permit applications will not be accepted by the Office of Cannabis during the period between the effective date of this ordinance and December 31, 2027; and affirming the Planning Department’s determination under the California Environmental Quality Act.",Aye,Board of Supervisors
355,220814.0,6/13/2023,"Ordinance amending the Health Code to designate the City Attorney rather than the District Attorney to represent the City in judicial proceedings to establish a “Murphy Conservatorship,” a conservatorship for individuals who have been found mentally incompetent during a criminal proceeding involving a charge of death, great bodily harm, or a serious threat to the physical well-being of another person; there has been a finding of probable cause and the proceeding has not been dismissed; as a result of a mental health disorder, the individual is unable to understand the nature and purpose of the",Aye,Board of Supervisors
356,230474.0,6/13/2023,"Resolution approving the Professional Services Agreement, Contract No. 50337, for a five-year term commencing July 1, 2023, through June 30, 2028, in an amount not to exceed $214,947,987 for the Management and Operations of Airport Public and Employee Parking Facilities between SP Plus SF Joint Venture and the City and County of San Francisco, acting by and through its Airport Commission.",Aye,Board of Supervisors
357,230536.0,6/13/2023,"Resolution approving the settlement of the unlitigated claim filed by 1231 Market Street Owner L.P. against the City and County of San Francisco for $19,500,000; the claim was filed on April 13, 2023; the claim involves allegations of property damage to the Hotel Whitcomb caused by shelter-in-place (SIP) hotel guests during the COVID-19 pandemic and resulting loss of use; other material terms of the settlement include a mutual full and final release, with each party to bear their own costs.",Aye,Board of Supervisors
358,190785.0,6/13/2023,"Motion responding to the Civil Grand Jury’s request to provide a status update on the Board of Supervisor’s response to Recommendation Nos. R1, R2, R3, R6, R7, and R8 contained in the 2018-2019 Civil Grand Jury Report, entitled “Act Now Before it is Too Late: Aggressively Expand and Enhance Our High-Pressure Emergency Firefighting Water System.”",Aye,Board of Supervisors
359,230493.0,6/13/2023,"Ordinance amending the Planning Code to designate The Church for the Fellowship of All Peoples, at 2041 Larkin Street, Assessor’s Parcel Block No. 0572, Lot No. 003, as a Landmark consistent with the standards set forth in Article 10 of the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors
360,230451.0,6/13/2023,Ordinance amending the Administrative Code to designate the wild parrot as the official animal of the City and County of San Francisco.,Aye,Board of Supervisors
361,230539.0,6/13/2023,"Motion appointing Elizabeth Winograd, term ending October 8, 2026, to the Children and Families First Commission.",Aye,Board of Supervisors
362,230641.0,6/13/2023,"Resolution rejecting the retail water and wastewater rates and charges for Fiscal Year End (FYE) 2024-2026 from the San Francisco Public Utilities Commission, pursuant to Charter, Section 8B.125.",Aye,Board of Supervisors
363,230597.0,6/13/2023,"Resolution approving Amendment No. 2 to the agreement between The Regents of the University of California and the Department of Public Health, for behavioral health services for children, youth and families, to increase the agreement by $9,956,190 for an amount not to exceed $19,820,764; to extend the term by four years, from June 30, 2023, for a total agreement term of July 1, 2018, through June 30, 2027; and to authorize the Department of Public Health to enter into amendments or modifications to the contract prior to its final execution by all parties that do not materially increase the obl",Aye,Board of Supervisors
364,230598.0,6/13/2023,"Resolution retroactively approving Amendment No. 2 to the agreement between The Regents of the University of California, A Constitutional Corporation, on behalf of its San Francisco Campus University of California (UC) San Francisco General Hospital (SFGH) Clinical Practice Group SFGH/Comm Focus PGM and the Department of Public Health, for mental health services for the Infant Parent Program, to increase the agreement by $5,208,598 for an amount not to exceed $14,647,481; to extend the term by five years and six months, from December 31, 2022, for a total agreement term of July 1, 2018, throug",Aye,Board of Supervisors
365,230599.0,6/13/2023,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $9,818,147 from the Centers for Disease Control and Prevention for participation in a program, entitled “San Francisco Project INVEST (INnovations that Value Equity and Strengthen Teams),” for the period of December 1, 2022, through November 30, 2027.",Aye,Board of Supervisors
366,230600.0,6/13/2023,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $500,000 from the California Department of Public Health through the Physicians for a Healthy California for participation in a program, entitled “COVID-19 Test to Treat Equity Grant,” for the period of December 1, 2022, through June 30, 2023.",Aye,Board of Supervisors
367,230601.0,6/13/2023,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $2,668,251 from the California Department of Public Health for participation in a program, entitled “Syphilis Outbreak Strategy (SOS) Grant,” for the period of July 1, 2022, through June 30, 2027.",Aye,Board of Supervisors
368,230642.0,6/13/2023,"Proposed Interim Budget and Appropriation Ordinance appropriating all estimated receipts and all estimated expenditures for Departments of the City and County of San Francisco as of June 1, 2023, for the Fiscal Years (FYs) ending June 30, 2024, and June 30, 2025.",Aye,Board of Supervisors
369,230643.0,6/13/2023,"Proposed Interim Annual Salary Ordinance enumerating positions in the Annual Budget and Appropriation Ordinance for the Fiscal Years (FYs) ending June 30, 2024, and June 30, 2025, continuing, creating, or establishing these positions; enumerating and including therein all positions created by Charter or State law for which compensations are paid from City and County funds and appropriated in the Annual Appropriation Ordinance; authorizing appointments or continuation of appointments thereto; specifying and fixing the compensations and work schedules thereof; and authorizing appointments to tem",Aye,Board of Supervisors
370,230642.0,6/13/2023,"Proposed Interim Budget and Appropriation Ordinance appropriating all estimated receipts and all estimated expenditures for Departments of the City and County of San Francisco as of June 1, 2023, for the Fiscal Years (FYs) ending June 30, 2024, and June 30, 2025.",No,Board of Supervisors
371,230643.0,6/13/2023,"Proposed Interim Annual Salary Ordinance enumerating positions in the Annual Budget and Appropriation Ordinance for the Fiscal Years (FYs) ending June 30, 2024, and June 30, 2025, continuing, creating, or establishing these positions; enumerating and including therein all positions created by Charter or State law for which compensations are paid from City and County funds and appropriated in the Annual Appropriation Ordinance; authorizing appointments or continuation of appointments thereto; specifying and fixing the compensations and work schedules thereof; and authorizing appointments to tem",No,Board of Supervisors
372,230371.0,6/13/2023,"Ordinance amending the Planning Code to 1) facilitate residential uses Downtown by authorizing the conversion of non-residential uses to residential use in C (Commercial) zoning districts, and exempting such projects from requirements for rear yard, open space, streetscape improvements, dwelling unit exposure, bike parking, transportation demand management, dwelling unit mix, and Intermediate Length Occupancy controls, permitting live work units in such projects, streamlining administrative approvals for projects in the C-3 zoning district, and modifying the dimensional limits on exemptions to",Aye,Board of Supervisors
373,230696.0,6/13/2023,"Motion approving Final Map No. 11127, a 53 Unit Residential and a 3 Unit Commercial, Mixed-Use Condominium Project, located at 1580 Pacific Avenue, being a subdivision of Assessor’s Parcel Block No. 0573, Lot No. 011; and adopting findings pursuant to the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors
374,230626.0,6/13/2023,"Motion scheduling the Board of Supervisors to sit as a Committee of the Whole on July 11, 2023, at 3:00 p.m., to hold a public hearing on a Resolution confirming report of delinquent real property transfer tax under Business and Tax Regulations Code, Section 1115.1(c), for Assessor’s Parcel Block No. 0340, Lot No. 004 (2-16 Turk Street), and directing transmission of said report to the Controller and Tax Collector for collection and deposit into the General Fund.",Aye,Board of Supervisors
375,230712.0,6/13/2023,"Resolution designating the San Francisco Arts Commission as the City and County of San Francisco agency serving as the state-local partner with the California Arts Council from July 1, 2023, through June 30, 2024.",Aye,Board of Supervisors
376,230713.0,6/13/2023,"Resolution supporting the passage of California State Assembly Bill No. 346, authored by Assemblymember Sharon Quirk-Silva, which would make various amendments to the Low-Income Housing Tax Credits program and the California Debt Limit Allocation Committee rulemaking.",Aye,Board of Supervisors
377,230714.0,6/13/2023,"Resolution urging the Biden Administration to allocate federal funding and resources from the ALL INside Initiative to San Francisco, urging the Newsom Administration to allocate ongoing state funding for the Homeless Housing, Assistance, and Prevention (HHAP) program, extend the Project Homekey funding, and urging the San Francisco Department of Homelessness and Supportive Housing to develop a regional strategic response to the homeless crisis.",Aye,Board of Supervisors
378,230715.0,6/13/2023,"Resolution supporting Assembly Constitutional Amendment No. 5, introduced by Assembly Member Evan Low and Senator Scott Wiener, to remove the ban on same-sex marriage equality in the California State Constitution and reverse Proposition 8.",Aye,Board of Supervisors
379,230717.0,6/13/2023,"Resolution supporting California State Senate Bill No. 260, the Menstrual Equity Act of 2023, authored by State Senator Caroline Menjivar, to expand CalWorks to cover menstrual hygiene product purchases.",Aye,Board of Supervisors
380,230718.0,6/13/2023,"Resolution supporting California State Senate Bill No. 729, authored by State Senator Caroline Menjivar, to expand health insurance coverage to include treatments for infertility and fertility services.",Aye,Board of Supervisors
381,230721.0,6/13/2023,"Resolution commending Nancy Wuerfel for her exemplary advocacy and stewardship in promoting preservation and conservation efforts in the City and County of San Francisco, recognizing her significant contributions to historic preservation, environmental protection, and neighborhood-based planning, and expressing gratitude for her dedicated service to the citizens of San Francisco.",Aye,Board of Supervisors
382,230371.0,6/12/2023,"Ordinance amending the Planning Code to 1) facilitate residential uses Downtown by authorizing the conversion of non-residential uses to residential use in C (Commercial) zoning districts, and exempting such projects from requirements for rear yard, open space, streetscape improvements, dwelling unit exposure, bike parking, transportation demand management, dwelling unit mix, and Intermediate Length Occupancy controls, permitting live work units in such projects, streamlining administrative approvals for projects in the C-3 zoning district, and modifying the dimensional limits on exemptions to",Aye,Land Use and Transportation Committee
383,230371.0,6/12/2023,"Ordinance amending the Planning Code to 1) facilitate residential uses Downtown by authorizing the conversion of non-residential uses to residential use in C (Commercial) zoning districts, and exempting such projects from requirements for rear yard, open space, streetscape improvements, dwelling unit exposure, bike parking, transportation demand management, dwelling unit mix, and Intermediate Length Occupancy controls, permitting live work units in such projects, streamlining administrative approvals for projects in the C-3 zoning district, and modifying the dimensional limits on exemptions to",Aye,Land Use and Transportation Committee
384,230372.0,6/12/2023,"Ordinance amending the Planning Code to exempt eligible Commercial to Residential Adaptive Reuse Projects from development impact fees, with the exception of inclusionary housing requirements; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101; and making findings of public necessity, convenience, and welfare pursuant to Planning Code, Section 302.",Aye,Land Use and Transportation Committee
385,230026.0,6/12/2023,"Ordinance amending 1) the Planning Code to create the Family Housing Opportunity Special Use District; 2) the Planning Code to authorize up to four units on individual lots in the RH (Residential, House) District, excluding lots located in the Telegraph Hill - North Beach Residential Special Use District and the North Beach Special Use District, the greater of up to twelve units or one unit per 1,000 square feet of lot area on three merged lots and the greater of up to eight units or one unit per 1,000 square feet of lot area on two merged lots in RH-1 (Residential, House: One Family) district",Aye,Land Use and Transportation Committee
386,230732.0,6/12/2023,"Ordinance amending the Planning Code to 1) facilitate residential uses Downtown by authorizing the conversion of non-residential uses to residential use in C (Commercial) zoning districts, and exempting such projects from requirements for rear yard, open space, streetscape improvements, dwelling unit exposure, off-street freight loading, curb cuts for vehicular access, bike parking, transportation demand management, dwelling unit mix, and Intermediate Length Occupancy controls, permitting live work units in such project, streamlining administrative approvals for projects in the C-3 zoning dist",Aye,Land Use and Transportation Committee
387,230522.0,6/12/2023,Ordinance amending the Park Code to authorize the Recreation and Park Commission to cause the Park Code to apply to specified properties it has authorized the Recreation and Park Department to lease or operate for recreational purposes.,Aye,Land Use and Transportation Committee
388,230372.0,6/12/2023,"Ordinance amending the Planning Code to exempt eligible Commercial to Residential Adaptive Reuse Projects from development impact fees, with the exception of inclusionary housing requirements; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101; and making findings of public necessity, convenience, and welfare pursuant to Planning Code, Section 302.",Aye,Land Use and Transportation Committee
389,230372.0,6/12/2023,"Ordinance amending the Planning Code to exempt eligible Commercial to Residential Adaptive Reuse Projects from development impact fees, with the exception of inclusionary housing requirements; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101; and making findings of public necessity, convenience, and welfare pursuant to Planning Code, Section 302.",Aye,Land Use and Transportation Committee
390,230447.0,6/12/2023,"Ordinance amending the Building and Planning Codes to create a temporary amnesty program for unpermitted awnings that streamlines the application process to legalize awnings, waives applicable fees, and confers legal nonconforming status for awnings and signs that do not comply with the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan and the eight priority policies of Planning Code Section 101.1; and making findings of public necessity, convenience, and welfare pursuant to Plan",Aye,Land Use and Transportation Committee
391,230447.0,6/12/2023,"Ordinance amending the Building and Planning Codes to create a temporary amnesty program for unpermitted awnings that streamlines the application process to legalize awnings, waives applicable fees, and confers legal nonconforming status for awnings and signs that do not comply with the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan and the eight priority policies of Planning Code Section 101.1; and making findings of public necessity, convenience, and welfare pursuant to Plan",Aye,Land Use and Transportation Committee
392,230745.0,6/12/2023,"Ordinance amending the Building and Planning Codes to create a temporary amnesty program for unpermitted awnings that streamlines the application process to legalize awnings, waives applicable fees, and confers legal nonconforming status for awnings and signs that do not comply with the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan and the eight priority policies of Planning Code Section 101.1; and making findings of public necessity, convenience, and welfare pursuant to Plan",Aye,Land Use and Transportation Committee
393,230559.0,6/12/2023,"Ordinance amending the Planning, Building, and Fire Codes to codify the annual waiver of awning replacement fees and awning sign fees applied for during the month of May, to annually waive fees for Business Signs and new awning installations applied for during the months of May 2023 and May 2024, and to indicate that the Planning Code, Building, and Fire Code waivers pertaining to pedestrian street lighting as well as awning replacement, awning installation, and awning sign fees are keyed to permit application in May rather than permit issuance in May; affirming the Planning Department’s deter",Aye,Land Use and Transportation Committee
394,230559.0,6/12/2023,"Ordinance amending the Planning, Building, and Fire Codes to codify the annual waiver of awning replacement fees and awning sign fees applied for during the month of May, to annually waive fees for Business Signs and new awning installations applied for during the months of May 2023 and May 2024, and to indicate that the Planning Code, Building, and Fire Code waivers pertaining to pedestrian street lighting as well as awning replacement, awning installation, and awning sign fees are keyed to permit application in May rather than permit issuance in May; affirming the Planning Department’s deter",Aye,Land Use and Transportation Committee
395,230732.0,6/12/2023,"Ordinance amending the Planning Code to 1) facilitate residential uses Downtown by authorizing the conversion of non-residential uses to residential use in C (Commercial) zoning districts, and exempting such projects from requirements for rear yard, open space, streetscape improvements, dwelling unit exposure, off-street freight loading, curb cuts for vehicular access, bike parking, transportation demand management, dwelling unit mix, and Intermediate Length Occupancy controls, permitting live work units in such project, streamlining administrative approvals for projects in the C-3 zoning dist",Aye,Land Use and Transportation Committee
396,221160.0,6/6/2023,"Ordinance amending the Health Code to exempt applicants for Massage Establishment, Sole Practitioner Massage Establishment, and Outcall Massage Service permits from fingerprinting requirements if the applicant holds a valid license issued by the California Massage Therapy Council; remove certain departments (Building Inspection, Police, Fire) from the list of departments that the Department of Public Health (DPH) must notify regarding new Massage Establishment permit applications, and remove all notification requirements to departments in cases of change in ownership of Massage Establishments",Aye,Board of Supervisors
397,230192.0,6/6/2023,"Ordinance amending the Landmark Designation for Landmark No. 100, 429-431 Castro Street (the Castro Theatre), Assessor’s Parcel Block No. 3582, Lot No. 085, under Article 10 of the Planning Code, to list the exterior features that should be preserved or replaced in kind, to add interior features to the designation, and to capture the property’s full historical significance; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency",No,Board of Supervisors
398,230192.0,6/6/2023,"Ordinance amending the Landmark Designation for Landmark No. 100, 429-431 Castro Street (the Castro Theatre), Assessor’s Parcel Block No. 3582, Lot No. 085, under Article 10 of the Planning Code, to list the exterior features that should be preserved or replaced in kind, to add interior features to the designation, and to capture the property’s full historical significance; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency",Aye,Board of Supervisors
399,230247.0,6/6/2023,"Resolution adopting the City’s five-year Information and Communication Technology Plan for Fiscal Years (FYs) 2023-2024 through 2027-2028, pursuant to Administrative Code, Section 22A.6.",Aye,Board of Supervisors
400,230403.0,6/6/2023,"Resolution approving the grant agreement between the City and County of San Francisco and the non-profit Brilliant Corners, to provide Scattered Site Housing and Rental Subsidy Administration services to seniors and adults with disabilities during the period of July 1, 2023, through June 30, 2027, for a total not to exceed amount of $15,036,591.",Aye,Board of Supervisors
401,230407.0,6/6/2023,"Resolution approving the grant agreement between the City and County of San Francisco and the non-profit Institute On Aging, for the provision of the Community Living Fund program, for the period of July 1, 2023, through June 30, 2025, for a total not to exceed amount of $11,414,740.",Aye,Board of Supervisors
402,230454.0,6/6/2023,"Resolution authorizing the Recreation and Park Department to accept and expend a Specified Grant in the amount of $6,000,000 from the California Natural Resources Agency for the Japantown Peace Plaza Renovation Project; for a term effective upon execution of the Grant agreement, through March 1, 2026; to enter into the associated grant agreement; and to enter into modifications and amendments to the grant agreement that do not materially increase the obligations or liabilities to the City and are necessary to effectuate the purposes of the agreement or this Resolution.",Aye,Board of Supervisors
403,230455.0,6/6/2023,"Resolution authorizing the Recreation and Park Department to accept and expend an Economic Development Initiative Community Project Funding Grant in the amount of $3,000,000 from the United States Department of Housing and Urban Development for the Japantown Peace Plaza Renovation Project, for a term effective upon execution of the Grant agreement, through August 31, 2031; authorizing the Recreation and Park (RPD) Department to enter into the associated Grant agreement; and to authorize the RPD General Manager to enter into modifications and amendments to the grant agreement that do not materi",Aye,Board of Supervisors
404,230475.0,6/6/2023,"Resolution approving the Professional Services Agreement, Contract No. PRO.0179, Wastewater Capital Plan Delivery, Program Management Consultant, to AECOM Technical Services, Inc., to provide program management consulting services for an amount not to exceed $90,000,000 and with a term of 10 years, effective upon approval of this Resolution, pursuant to Charter, Section 9.118.",Aye,Board of Supervisors
405,230507.0,6/6/2023,"Resolution authorizing the Office of the Mayor, Office of Economic and Workforce Development, and Chief of Protocol to solicit donations from various private entities and organizations to support the City hosting the Asia-Pacific Economic Cooperation Summit, notwithstanding the Behested Payment Ordinance.",Aye,Board of Supervisors
406,230513.0,6/6/2023,"Resolution authorizing the Mayor or her designee to cast an assessment ballot in the affirmative for the proposed formation of a property and business improvement district to be named the Excelsior Community Benefit District, with respect to certain parcels of real property owned by the City that would be subject to assessment in said district.",Aye,Board of Supervisors
407,230329.0,6/6/2023,Motion directing the Budget and Legislative Analyst to conduct an additional performance audit in Fiscal Years (FYs) 2022-2023 and 2023-2024 of the Police Department’s management and use of overtime.,Aye,Board of Supervisors
408,230164.0,6/6/2023,"Ordinance amending the Planning Code to allow continued use of existing shared spaces in specified public parking lots in the Mission Street Neighborhood Commercial Transit (NCT) District without triggering abandonment of the underlying vehicular parking use; affirming the Planning Department’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors
409,200144.0,6/6/2023,"Ordinance amending the Police Code to provide that cannabis retail permit applications will not be accepted by the Office of Cannabis during the period between the effective date of this ordinance and December 31, 2027; and affirming the Planning Department’s determination under the California Environmental Quality Act.",Aye,Board of Supervisors
410,200144.0,6/6/2023,"Ordinance amending the Police Code to provide that cannabis retail permit applications will not be accepted by the Office of Cannabis during the period between the effective date of this ordinance and December 31, 2027; and affirming the Planning Department’s determination under the California Environmental Quality Act.",Aye,Board of Supervisors
411,220814.0,6/6/2023,"Ordinance amending the Health Code to designate the City Attorney rather than the District Attorney to represent the City in judicial proceedings to establish a “Murphy Conservatorship,” a conservatorship for individuals who have been found mentally incompetent during a criminal proceeding involving a charge of death, great bodily harm, or a serious threat to the physical well-being of another person; there has been a finding of probable cause and the proceeding has not been dismissed; as a result of a mental health disorder, the individual is unable to understand the nature and purpose of the",Aye,Board of Supervisors
412,230267.0,6/6/2023,"Resolution urging the California State Legislature to pass California State Senate Bill Nos. 43 and 363, introduced by California Senator Susan Eggman, to amend the Lanterman-Petris-Short Act and Chapter 2 of Division 2 of the Health and Safety Code.",No,Board of Supervisors
413,230336.0,6/6/2023,"Resolution determining that the issuance of a Type-90 on-sale general music venue liquor license to The Independent LLC, to do business as The Independent located at 628 Divisadero Street (District 5), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Board of Supervisors
414,230444.0,6/6/2023,"Motion approving the Mayor’s nomination for reappointment of Ellen Schumer to the City Hall Preservation Advisory Commission, term ending January 13, 2026.",Aye,Board of Supervisors
415,230445.0,6/6/2023,"Motion approving the Mayor’s nomination for reappointment of Mae Woo to the City Hall Preservation Advisory Commission, term ending January 13, 2026.",Aye,Board of Supervisors
416,230492.0,6/6/2023,"Motion approving the Mayor’s nomination for appointment of Clarence Blanchard to the City Hall Preservation Advisory Commission, term ending January 13, 2024.",Aye,Board of Supervisors
417,230528.0,6/6/2023,"Motion appointing Ali Jamalian, Adam Hayes, Apollo Wallace (residency requirement waived), Drakari Donaldson, David Nogales Talley (residency requirement waived), Shay Aaron Gilmore, and Antoinette Mobley, terms ending December 3, 2024, to the Cannabis Oversight Committee.",Aye,Board of Supervisors
418,230562.0,6/6/2023,"Ordinance adopting and implementing the Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association - Police, to be effective July 1, 2023, through June 30, 2026.",Aye,Board of Supervisors
419,230448.0,6/6/2023,"Ordinance adopting and implementing the Memorandum of Understanding between the City and County of San Francisco and San Francisco Fire Fighters Union Local 798, IAFF, AFL-CIO, Unit 1, to be effective July 1, 2023, through June 30, 2026.",Aye,Board of Supervisors
420,230449.0,6/6/2023,"Ordinance adopting and implementing the Memorandum of Understanding between the City and County of San Francisco and San Francisco Fire Fighters Union Local 798, IAFF, AFL-CIO, Unit 2, to be effective July 1, 2023, through June 30, 2026.",Aye,Board of Supervisors
421,230561.0,6/6/2023,"Ordinance adopting and implementing the Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association - Fire, to be effective July 1, 2023, through June 30, 2026.",Aye,Board of Supervisors
422,230563.0,6/6/2023,"Ordinance fixing compensation for persons employed by the City and County of San Francisco whose compensation is subject to the provisions of Section A8.409 of the Charter, in job codes not represented by an employee organization, and establishing working schedules and other terms and conditions of employment and methods of payment effective July 1, 2023.",Aye,Board of Supervisors
423,230564.0,6/6/2023,"Ordinance adopting and implementing the Second Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and Service Employees International Union, Local 1021, effective July 1, 2023, to adopt a side letter agreement to undertake classification studies and equity adjustments for certain represented classifications.",Aye,Board of Supervisors
424,230565.0,6/6/2023,"Ordinance adopting and implementing the Third Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and Service Employees International Union Local 1021, effective July 1, 2023, to amend the compensation provision for 8238 Public Safety Communications Dispatcher and 8239 Senior Police Communications Dispatcher to provide an additional sixth salary step to both classifications.",Aye,Board of Supervisors
425,230566.0,6/6/2023,"Ordinance adopting and implementing the Fourth Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and Service Employees International Union, Local 1021, effective July 1, 2023, to adopt a side letter agreement for a retention payment program for certain Human Services Agency employees who provide child welfare emergency response services.",Aye,Board of Supervisors
426,230567.0,6/6/2023,"Ordinance adopting and implementing the First Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association, effective July 1, 2023, to adopt a side letter agreement for a retention payment program for certain Human Services Agency employees who provide child welfare emergency response services.",Aye,Board of Supervisors
427,230568.0,6/6/2023,"Ordinance adopting and implementing the Second Amendment to the 2022-2024 Memorandum of Understanding between the City and County of San Francisco and the Municipal Executives Association, effective July 1, 2023, to adopt a side letter agreement to reinstate the Airport Employee Transit Pilot Program at San Francisco International Airport.",Aye,Board of Supervisors
428,230432.0,6/6/2023,"Resolution authorizing the San Francisco Public Utilities Commission to expend funds, subject to appropriation, to perform pre-design technical studies in support of cleanup of the Yosemite Slough Sediment Site as required by the interim settlement of the United States Environmental Protection Agency’s unlitigated claim against the City and County of San Francisco approved in Resolution No. 350-16 and Ordinance No. 18-20.",Aye,Board of Supervisors
429,230537.0,6/6/2023,"Resolution approving Amendment No. 2 to the agreement between HealthRIGHT 360 and the Department of Public Health (DPH), for check-writing services; to increase the agreement by $60,650,012 for an amount not to exceed $107,416,172; to extend the term by two years and six months from June 30, 2023, for a total agreement term of January 1, 2021, through December 31, 2025; and to authorize DPH to enter into amendments or modifications to the contract prior to its final execution by all parties that do not materially increase the obligations or liabilities to the City and are necessary to effectua",Aye,Board of Supervisors
430,230452.0,6/6/2023,"Resolution approving the first amendment to the grant agreement between the Tenderloin Housing Clinic, Inc. and the Department of Homelessness and Supportive Housing (“HSH”) for supportive services, property management, and master leasing for 187 units of permanent supportive housing at the Crown, Winton, and National Hotels; extending the grant term by 36 months for a total term of July 1, 2021, through June 30, 2026; increasing the agreement amount by $24,336,248 for a total amount not to exceed $34,326,248; and authorizing HSH to enter into any additions, amendments, or other modifications",Aye,Board of Supervisors
431,230476.0,6/6/2023,"Resolution approving Amendment No. 2 to the agreement between Conard House and the Department of Public Health (DPH) for behavioral health services to increase the agreement by $47,437,236 for total amount not to exceed $92,300,000; to extend the term by four years and six months from June 30, 2023, for a total agreement term of July 1, 2018, through December 31, 2027; and to authorize DPH to enter into amendments or modifications to the contract prior to its final execution by all parties that do not materially increase the obligations or liabilities to the City and are necessary to effectuat",Aye,Board of Supervisors
432,230477.0,6/6/2023,"Resolution approving Amendment No. 3 to the agreement between Bayview Hunters Point Foundation for Community Improvement and the Department of Public Health for behavioral health services to increase the agreement by $2,810,657 for an amount not to exceed $16,300,000; to extend the term by one year from June 30, 2023, to June 30, 2024, for a total agreement term of July 1, 2018, through June 30, 2025; and to authorize DPH to enter into amendments or modifications to the contract prior to its final execution by all parties that do not materially increase the obligations or liabilities to the Ci",Aye,Board of Supervisors
