ID,Action Date,Title,Vote,Meeting Body,File #
1231,3/5/2024,"Resolution retroactively authorizing the Department of Public Health to enter into a Grant Agreement, for a term commencing on execution of the Grant Agreement through June 30, 2027, between the City and County of San Francisco (“City”), acting by and through its Department of Public Health (“DPH”), and Advocates for Human Potential, Inc., having anticipated revenue to the City of $33,736,105 for construction at 1001 Potrero Avenue, Building 5, Wards 6B and 7A; including a Permitted and Restricted Use; authorizing the Grantor to apply for a Receiver in the event of the City’s default; and auth",Aye,Board of Supervisors,240113
1232,3/5/2024,"Resolution authorizing the Mayor’s Office, through the Mayor’s Office of Innovation, to accept an in-kind gift of consulting services valued at $302,208 from various providers from March 6, 2024, through June 21, 2024, in connection with the Civic Bridge Program; and to authorize the Mayor’s Office of Innovation to enter into amendments or modifications to the donor agreement that do not materially increase the obligations or liabilities to the City and are necessary to effectuate the purposes of the donor agreement or this Resolution.",Aye,Board of Supervisors,240115
1233,3/5/2024,"Resolution approving a Predevelopment Agreement between Potrero Neighborhood Collective LLC and the City and County of San Francisco, acting by and through the San Francisco Municipal Transportation Agency, dated as of November 2, 2022, including a $4,350,000 continuation payment and a potential termination payment of up to $9,990,000; and making environmental findings under the California Environmental Quality Act.",Aye,Board of Supervisors,240136
1234,3/5/2024,"Ordinance amending the Urban Design Element of the General Plan to facilitate the Potrero Bus Yard Project; adopting findings under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1; and making findings of public necessity, convenience, and welfare under Planning Code, Section 340.",Aye,Board of Supervisors,240047
1235,3/5/2024,"Ordinance amending the Planning Code and Zoning Map to create the Potrero Yard Special Use District and change the height and bulk limits at 2500 Mariposa Street, Assessor’s Parcel Block No. 3971, Lot No. 001, to facilitate development of the Potrero Yard Modernization Project; adopting findings under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1; and making findings of public necessity, convenience, and welfare under Planning Code, Section 302.",Aye,Board of Supervisors,231256
1236,3/5/2024,"Ordinance amending the Planning Code to change the title of the Family Housing Opportunity Special Use District to the Family and Senior Housing Opportunity Special Use District (“SUD”); authorize within the SUD the greater of up to six units per lot or one unit per 1,000 square feet of lot area on individual Corner Lots in RH (Residential House) Districts, the greater of up to 18 units per lot or one unit per 1,000 square feet of lot area on Corner Lots resulting from three lot mergers in RH-1 districts, and the greater of up to 12 units per lot or one unit per 1,000 square feet of lot area o",Aye,Board of Supervisors,230808
1237,3/5/2024,"Ordinance amending the Planning Code to change the title of the Family Housing Opportunity Special Use District to the Family and Senior Housing Opportunity Special Use District (“SUD”); authorize within the SUD the greater of up to six units per lot or one unit per 1,000 square feet of lot area on individual Corner Lots in RH (Residential House) Districts, the greater of up to 18 units per lot or one unit per 1,000 square feet of lot area on Corner Lots resulting from three lot mergers in RH-1 districts, and the greater of up to 12 units per lot or one unit per 1,000 square feet of lot area o",Aye,Board of Supervisors,230808
1238,3/5/2024,"Ordinance amending the Planning Code to change the title of the Family Housing Opportunity Special Use District to the Family and Senior Housing Opportunity Special Use District (“SUD”); authorize within the SUD the greater of up to six units per lot or one unit per 1,000 square feet of lot area on individual Corner Lots in RH (Residential House) Districts, the greater of up to 18 units per lot or one unit per 1,000 square feet of lot area on Corner Lots resulting from three lot mergers in RH-1 districts, and the greater of up to 12 units per lot or one unit per 1,000 square feet of lot area o",Aye,Board of Supervisors,240196
1239,3/5/2024,Ordinance amending the Public Works Code to allow the use of microtrenching to install fiber-optic facilities; and affirming the Planning Department’s determination under the California Environmental Quality Act.,Aye,Board of Supervisors,230867
1240,3/5/2024,"Ordinance amending the Planning Code to encourage housing production by exempting, under certain conditions, specified housing projects from the notice and review procedures of Section 311 in areas outside of Priority Equity Geographies, which are identified in the Housing Element as areas or neighborhoods with a high density of vulnerable populations; and removing the Conditional Use requirement for several types of housing projects, including housing developments on large lots in areas outside the Priority Equity Geographies Special Use District; affirming the Planning Department’s determina",Aye,Board of Supervisors,231258
1241,3/5/2024,"Resolution determining that the person-to-person, premise-to-premise transfer of a Type-21 off-sale general beer, wine, and distilled spirits liquor license to the Trader Joe's Company, doing business as Trader Joe's Store 226, located at 555 Fulton Street, Suite C (District 5), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose a condition on the issuance of the license.",Aye,Board of Supervisors,240103
1242,3/5/2024,"Ordinance amending the Administrative Code to clarify the Controller’s audit and monitoring responsibilities with respect to nonprofit organizations contracting with the City; directing the Controller to establish measurable performance goals for contracts with nonprofit organizations; directing the Controller to periodically review and, as necessary, revise policies regarding contractors’ compliance with City requirements; and requiring the Controller to perform an annual review of departments’ compliance with policies for auditing and monitoring nonprofit organizations.",Aye,Board of Supervisors,230973
1243,3/5/2024,"Ordinance amending the Administrative Code to establish the Forgivable Loan for First-Time Homebuyers Program and the Forgivable Loan for First-Time Homebuyers Fund to assist low, moderate, and middle-income first-time homebuyers who would otherwise not be able to purchase a primary residence in San Francisco; and to require the Human Rights Commission, in consultation with the Mayor’s Office of Housing and Community Development, to establish policies and procedures to issue and possibly forgive loans from the Fund, and to provide oversight, monitoring, and forgiveness of such loans.",Aye,Board of Supervisors,230864
1244,3/5/2024,"Ordinance amending the Administrative Code to establish the Forgivable Loan for First-Time Homebuyers Program and the Forgivable Loan for First-Time Homebuyers Fund to assist low, moderate, and middle-income first-time homebuyers who would otherwise not be able to purchase a primary residence in San Francisco; and to require the Human Rights Commission, in consultation with the Mayor’s Office of Housing and Community Development, to establish policies and procedures to issue and possibly forgive loans from the Fund, and to provide oversight, monitoring, and forgiveness of such loans.",Aye,Board of Supervisors,230864
1245,3/5/2024,"Ordinance amending the Administrative Code to establish the Forgivable Loan for First-Time Homebuyers Program and the Forgivable Loan for First-Time Homebuyers Fund to assist low, moderate, and middle-income first-time homebuyers who would otherwise not be able to purchase a primary residence in San Francisco; and to require the Human Rights Commission, in consultation with the Mayor’s Office of Housing and Community Development, to establish policies and procedures to issue and possibly forgive loans from the Fund, and to provide oversight, monitoring, and forgiveness of such loans.",Aye,Board of Supervisors,240197
1246,3/5/2024,"Ordinance amending the Administrative Code to establish the Forgivable Loan for First-Time Homebuyers Program and the Forgivable Loan for First-Time Homebuyers Fund to assist low, moderate, and middle-income first-time homebuyers who would otherwise not be able to purchase a primary residence in San Francisco; and to require the Human Rights Commission, in consultation with the Mayor’s Office of Housing and Community Development, to establish policies and procedures to issue and possibly forgive loans from the Fund, and to provide oversight, monitoring, and forgiveness of such loans.",Aye,Board of Supervisors,240197
1247,3/5/2024,"Motion appointing Jenny Perez, Deborah Dacumos, John Reissenweber, Jason Chittavong, Hanley Chan, Prince Kelly Jordan, James Boatman, and Darya Kutovaya, terms ending March 17, 2027, to the Veteran Affairs Commission.",Aye,Board of Supervisors,230399
1248,3/5/2024,"Motion appointing Jesus Guillen, Natalie Burdick, Madeline Howie, Nicholas Parker, Sacha Ortega, and Andrew Seigner, terms ending December 16, 2024, to the Market and Octavia Community Advisory Committee.",Aye,Board of Supervisors,240124
1249,3/5/2024,"Motion approving the decision of Public Works and approving the Tentative Parcel Map for a two-lot subdivision project at 1365-1371 York Street, Assessor’s Parcel Block No. 4275, Lot No. 028; and making environmental findings, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors,231188
1250,3/5/2024,"Motion conditionally disapproving the decision of Public Works and disapproving the Tentative Parcel Map for a two-lot subdivision project at 1365-1371 York Street, Assessor’s Parcel Block No. 4275, Lot No. 028, subject to the Board of Supervisors’ adoption of written findings in support of the disapproval.",Aye,Board of Supervisors,231189
1251,3/5/2024,"Motion directing the Clerk of the Board to prepare findings relating to the Board of Supervisors' decision to disapprove the Tentative Parcel Map for a two-lot subdivision project at 1365-1371 York Street, Assessor’s Parcel Block No. 4275, Lot No. 028.",Aye,Board of Supervisors,231190
1252,3/5/2024,"Ordinance amending the Planning Code to require Conditional Use authorizations for establishing Parcel Delivery Service uses, prohibit Non-Cannabis Parcel Delivery Service as an accessory use, and revise zoning control tables to reflect these changes; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors,240169
1253,3/5/2024,"Motion reappointing Margaret Graf, term ending March 31, 2026, to the Commission on the Aging Advisory Council.",Aye,Board of Supervisors,240167
1254,3/5/2024,"Resolution extending by 30 days the prescribed time within which the Historic Preservation Commission may respond to a landmark designation initiation of Gregangelo & Velocity Art & Entertainment, located at 225 San Leandro Way, Assessor’s Parcel Block No. 3253, Lot No. 015, from the Board of Supervisors (File No. 231091).",Aye,Board of Supervisors,240177
1255,3/5/2024,"Resolution supporting California State Senate Bill No. 1170, introduced by Senator Caroline Menjivar, to allow non-incumbent candidates running for office to use campaign funds to pay for candidates’ mental health care costs.",Aye,Board of Supervisors,240178
1256,3/5/2024,"Resolution supporting California State Assembly Bill No. 2286, introduced by Assembly Members Cecilia Aguiar-Curry, Laura Friedman, and Ash Kalra, which restricts autonomous vehicles (AV) with a gross vehicle weight of 10,000 pounds or more from being operated on public roads for testing purposes, transporting goods, or transporting passengers without a human safety operator physically present in the AV at the time of operation.",Aye,Board of Supervisors,240179
1257,3/5/2024,Resolution urging Governor Gavin Newsom and the California State Legislature to retain the full state funding of the Public Defense Pilot Program for three years.,Aye,Board of Supervisors,240176
1258,3/5/2024,Resolution urging Governor Gavin Newsom and the California State Legislature to retain the full state funding of the Public Defense Pilot Program for three years.,Aye,Board of Supervisors,240176
1259,3/4/2024,"Ordinance amending the Planning Code to require Conditional Use authorizations for establishing Parcel Delivery Service uses, prohibit Non-Cannabis Parcel Delivery Service as an accessory use, and revise zoning control tables to reflect these changes; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee,240169
1260,3/4/2024,"Ordinance amending the Planning Code to require Conditional Use authorizations for establishing Parcel Delivery Service uses, prohibit Non-Cannabis Parcel Delivery Service as an accessory use, and revise zoning control tables to reflect these changes; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee,240169
1261,3/4/2024,"Ordinance amending the Planning Code to require Conditional Use authorizations for establishing Parcel Delivery Service uses, prohibit Non-Cannabis Parcel Delivery Service as an accessory use, and revise zoning control tables to reflect these changes; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee,240193
1262,3/4/2024,"Ordinance amending the Planning Code to require Conditional Use authorizations for establishing Parcel Delivery Service uses, prohibit Non-Cannabis Parcel Delivery Service as an accessory use, and revise zoning control tables to reflect these changes; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee,240193
1263,3/4/2024,"Ordinance amending the Planning Code to waive the Conditional Use Authorization requirement for removal of an unauthorized unit in a single-family home where the owner satisfies certain eligibility criteria, waive the Conditional Use Authorization requirement for removal of an unauthorized unit where that unit requires and is ineligible for waivers from open space, or dwelling unit exposure requirements, or the unit does not meet minimum floor area and floor-to-ceiling height requirements, and update the required Conditional Use Authorization findings for removal of an unauthorized unit to acc",Aye,Land Use and Transportation Committee,231185
1264,3/4/2024,"Ordinance amending the Planning Code to waive the Conditional Use Authorization requirement for removal of an unauthorized unit in a single-family home where the owner satisfies certain eligibility criteria, waive the Conditional Use Authorization requirement for removal of an unauthorized unit where that unit requires and is ineligible for waivers from open space, or dwelling unit exposure requirements, or the unit does not meet minimum floor area and floor-to-ceiling height requirements, and update the required Conditional Use Authorization findings for removal of an unauthorized unit to acc",Aye,Land Use and Transportation Committee,231185
1265,3/4/2024,"Ordinance amending the Planning Code to designate the Sacred Heart Parish Complex, located at 546-548 Fillmore Street, 554 Fillmore Street, 735 Fell Street, and 660 Oak Street, Assessor’s Parcel Block No. 0828, Lot Nos. 12, 21, 22, and 22A, as a Landmark consistent with the standards set forth in Article 10 of the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the eight priority",Aye,Land Use and Transportation Committee,231045
1266,3/4/2024,"Ordinance amending the Planning Code to designate the Sacred Heart Parish Complex, located at 546-548 Fillmore Street, 554 Fillmore Street, 735 Fell Street, and 660 Oak Street, Assessor’s Parcel Block No. 0828, Lot Nos. 12, 21, 22, and 22A, as a Landmark consistent with the standards set forth in Article 10 of the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the eight priority",Aye,Land Use and Transportation Committee,240194
1267,3/4/2024,"Ordinance amending the Administrative Code, Building Code, Business and Tax Regulations Code, and Planning Code to clarify the ministerial approval process for certain Accessory Dwelling Units (ADUs) meeting certain requirements in single-family and multifamily buildings; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan and the eight priority policies of Planning Code, Section 101.1; and adopting findings of public necessity, convenience, and welfare under Planning Code, Section 302.",Aye,Land Use and Transportation Committee,230310
1268,3/4/2024,"Ordinance amending the Administrative Code, Building Code, Business and Tax Regulations Code, and Planning Code to clarify the ministerial approval process for certain Accessory Dwelling Units (ADUs) meeting certain requirements in single-family and multifamily buildings; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan and the eight priority policies of Planning Code, Section 101.1; and adopting findings of public necessity, convenience, and welfare under Planning Code, Section 302.",Aye,Land Use and Transportation Committee,230310
1269,3/4/2024,"Ordinance amending the Planning Code to allow density exceptions on lots subject to Numerical Density Limits; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General plan and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee,230734
1270,3/4/2024,"Ordinance amending the Planning Code to allow density exceptions on lots subject to Numerical Density Limits; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General plan and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee,230734
1271,3/4/2024,"Ordinance amending the Planning Code to allow form-based density in Residential-Commercial (RC), Residential Transit Oriented (RTO), Neighborhood Commercial (NC), and certain Named Neighborhood Commercial Districts (NCD), except for specified lots located in the Priority Equity Geographies Special Use District; amending the Priority Equity Geographies Special Use District; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency w",Aye,Land Use and Transportation Committee,240195
1272,2/27/2024,"Ordinance amending the Planning Code to conditionally waive certain fees for projects along the corridor of the Downtown Rail Extension; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1; and making findings of public necessity, convenience, and welfare pursuant to Planning Code, Section 302.",Aye,Board of Supervisors,231164
1273,2/27/2024,"Ordinance authorizing settlement of the lawsuit filed by Shally Nguyen and Kyle Ravelo against the City and County of San Francisco for $35,000; the lawsuit was filed on October 26, 2022, in San Francisco Superior Court, Case No. CGC-22-602620; entitled Shally Nguyen and Kyle Ravelo v. City and County of San Francisco; the lawsuit involves alleged personal injury arising from collision with City vehicle.",Aye,Board of Supervisors,240002
1274,2/27/2024,"Ordinance authorizing settlement of the lawsuit filed by Peter Misthos against the City and County of San Francisco for $65,000; the lawsuit was filed on July 28, 2022, in San Francisco Superior Court, Case No. CGC-22-600973; entitled Peter Misthos v. City and County of San Francisco; the lawsuit involves an employment dispute.",Aye,Board of Supervisors,240003
1275,2/27/2024,"Resolution approving the settlement of the unlitigated claim filed by Lynette Chun against the City and County of San Francisco for $42,115.44; the claim was filed on March 6, 2023; the claim involves property damage arising from flooding alleged to be caused by a water main rupture.",Aye,Board of Supervisors,240010
1276,2/27/2024,Ordinance amending the Administrative Code to authorize the Department of Public Health to procure behavioral health and public health residential care and treatment services for patients of the Department without adhering to the competitive solicitation or Local Business Enterprise requirements of the Municipal Code.,Aye,Board of Supervisors,240015
1277,2/27/2024,"Ordinance authorizing settlement of the lawsuit filed by Jeffrey Pailet against the City and County of San Francisco for $835,000; the lawsuit was filed on November 2, 2021, in San Francisco Superior Court, Case No. CGC-21-596176; entitled Jeffrey Pailet v. City and County of San Francisco, et al.; the lawsuit involves an employment dispute.",Aye,Board of Supervisors,240034
1278,2/27/2024,"Ordinance retroactively authorizing the Office of Civic Engagement and Immigrant Affairs to accept and expend a grant in the amount of $165,978 from the Governor’s Office of Business and Economic Development to support the expansion of immigrant integration efforts, increase community trust, and enhance the organizational capacity to support immigrant populations; and amending Ordinance No. 145-23 (Annual Salary Ordinance File No. 230645 for Fiscal Years (FYs) 2023-2024 and 2024-2025) to provide for the addition of one grant-funded temporary (1.0 FTE) Class 1822 Administrative Analyst for the",Aye,Board of Supervisors,240054
1279,2/27/2024,"Ordinance retroactively waiving the fee required by Public Works Code, Section 724.1(b), for temporary street space occupancy permits in the Chinatown neighborhood from Saturday, January 27, 2024, through Saturday, February 10, 2024, to promote sidewalk sales of merchandise during the Lunar New Year holiday season; and affirming the Planning Department’s determination under the California Environmental Quality Act.",Aye,Board of Supervisors,240055
1280,2/27/2024,"Resolution approving the settlement of the unlitigated claims filed by Amazon.com Sales, Inc. against the City and County of San Francisco for $448,119.86; the claims were filed on June 26, 2023; the claims involve a refund of payroll expense, gross receipts, and homelessness gross receipts taxes.",Aye,Board of Supervisors,240004
1281,2/27/2024,"Ordinance de-appropriating $3,500,000 from General City Responsibility (GEN) and re-appropriating $500,000 to the Municipal Transportation Agency (MTA) to support free two-hour parking in the Portsmouth Square Garages, Ambassador Services and transit fares for the Lunar New Year Parade in February 2024, and $3,000,000 to the Office of Economic and Workforce Development (ECN) to support a relief fund for SOMA area business and organizations from direct APEC impacts and for a Small Business Transit Impact relief fund in the Fiscal Year (FY) 2023-2024.",Aye,Board of Supervisors,240057
1282,2/27/2024,"Resolution authorizing Tax Collector to sell at public auction certain parcels of tax-defaulted real property, as defined herein.",Aye,Board of Supervisors,240038
1283,2/27/2024,"Resolution authorizing the Mayor’s Office of Housing and Community Development to expend SoMa Community Stabilization Fund dollars in the amount of $200,000 to address various impacts of destabilization on residents and businesses in SoMa for a term to commence effective upon approval of this Resolution through June 30, 2026.",Aye,Board of Supervisors,240091
1284,2/27/2024,"Resolution approving and authorizing 1) the execution of a First Amendment to the Amended and Restated Loan Agreement with Octavia RSU Associates, L.P., a California limited partnership, to increase the loan amount by up to $8,559,766 for a new total loan amount not to exceed $35,306,233 to finance additional costs related to a 100% affordable, 63-unit multifamily rental housing development affordable to low-income households, including 32 units for Transitional Age Youth who are homeless or at-risk of homelessness, and including up to 3,200 square feet of commercial space located at 78 Haight",Aye,Board of Supervisors,240092
1285,2/27/2024,"Resolution approving and authorizing the execution, delivery, and performance of Amended and Restated Lease No. 17134 for Building 49, located at 701 Illinois Street within Crane Cove Park between the Port of San Francisco and the Young Men’s Christian Association of San Francisco (YMCA SF) that would among other things, reduce the seismic improvements described in the Existing Lease, eliminate all rent credits for any seismic work performed by the YMCA SF, require the YMCA SF to open the public restrooms no later than July 1, 2024, delay the rent commencement date to no later than October 1,",Aye,Board of Supervisors,240093
1286,2/27/2024,"Ordinance amending the Administrative Code to extend by five years, from May 5, 2024, through May 5, 2029, the sunset date of the provisions authorizing the Department of Homelessness and Supportive Housing (“HSH”) to enter into and amend contracts without requiring competitive bidding for services relating to sites and programs for people experiencing homelessness (“Projects Addressing Homelessness”), and the Department of Public Works to enter into and amend contracts without adhering to the Environment Code or to provisions relating to competitive bidding, equal benefits, local business ent",Aye,Board of Supervisors,231129
1287,2/27/2024,"Ordinance amending the Public Works Code to waive the banner and inspection fees for nonprofit organizations in certain Neighborhood Commercial Districts (NCDs) and Neighborhood Commercial Transit Districts (NCTDs) through December 31, 2026; and affirming the Planning Department’s determination under the California Environmental Quality Act.",Aye,Board of Supervisors,231255
1288,2/27/2024,"Resolution apologizing on behalf of the Board of Supervisors of the City and County of San Francisco to African Americans and their descendants for systemic and structural discrimination, targeted acts of violence, and atrocities; and committing to the rectification and redress of past policies and misdeeds.",Aye,Board of Supervisors,231264
1289,2/27/2024,"Ordinance authorizing settlement of the lawsuit filed by Mason Masuda against the City and County of San Francisco for $9,000,000; the lawsuit was filed on May 9, 2023, in San Francisco Superior Court, Case No. CGC-23-606369; entitled Mason Masuda v. City and County of San Francisco, et al.; the lawsuit involves alleged personal injury on a City street.",Aye,Board of Supervisors,240035
1290,2/27/2024,"Resolution approving settlement of unlitigated claims against Florence Kong; Kin Wo Construction, Inc.; Kwan Wo Ironworks, Inc.; and SFR Recovery, Inc. (collectively “the Kong Parties”) for restitution and civil penalty payments totaling $750,000; the claims involve allegations that Florence Kong provided gifts to a City official with the intent to unlawfully influence City officials in award of City contracts to the Kong Parties; other material terms of the settlement are that all of the Kong Parties will be debarred except for Kwan Wo Ironworks, Inc., which will remain suspended for a minimu",Aye,Board of Supervisors,240037
1291,2/27/2024,"Resolution approving a Tolling Agreement to extend the statute of limitations for Lyft, Inc. to bring potential litigation against the City and County of San Francisco for a refund of $5,156,634 of gross receipts, homelessness gross receipts, and payroll expense taxes to allow for possible resolution of the matter without litigation.",Aye,Board of Supervisors,240050
1292,2/27/2024,"Resolution commending and honoring Ben Rosenfield for his outstanding service as the San Francisco Controller; and declaring February 29, 2024, as Controller Ben Rosenfield Day in the City and County of San Francisco.",Aye,Board of Supervisors,240159
1293,2/27/2024,"Resolution approving an agreement with the nonprofit Owners' Association for administration/management of the established business-based business improvement district known as the “San Francisco Tourism Improvement District,” pursuant to the California Streets and Highways Code, Section 36651, for a period effective upon approval of this Resolution through December 31, 2038.",Aye,Board of Supervisors,240096
1294,2/27/2024,"Ordinance amending the Planning Code to modify density limits in the Northeast Waterfront Historic District, the Jackson Square Historic District, and the Jackson Square Historic District Extension, except for projects in those areas using the Commercial to Residential Adaptive Reuse Program; affirming the Planning Commission’s determination under the California Environmental Quality Act; making public necessity, convenience, and welfare findings under Planning Code, Section 302; and making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section",Aye,Board of Supervisors,231079
1295,2/27/2024,"Ordinance amending the Planning Code to modify density limits in the Northeast Waterfront Historic District, the Jackson Square Historic District, and the Jackson Square Historic District Extension, except for projects in those areas using the Commercial to Residential Adaptive Reuse Program; creating an exception to numerical density in those areas for certain projects; affirming the Planning Commission’s determination under the California Environmental Quality Act; making public necessity, convenience, and welfare findings under Planning Code, Section 302; and making findings of consistency",Aye,Board of Supervisors,240170
1296,2/27/2024,"Ordinance amending the Planning Code to designate the Grand Theater, located at 2665 Mission Street, Assessor’s Parcel Block No. 3637, Lot No. 023, as a Landmark consistent with the standards set forth in Article 10 of the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors,231257
1297,2/27/2024,"Resolution determining that the issuance of a Type-90 on-sale general music venue liquor license to Bruno's Management LLC, to do business as Bruno's located at 2389 Mission Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Board of Supervisors,240046
1298,2/27/2024,"Motion approving the Mayor's nomination for reappointment of Lydia Ely to the Redevelopment Successor Agency Oversight Board, term ending January 24, 2028.",Aye,Board of Supervisors,240052
1299,2/27/2024,"Motion appointing Anthony Schlander, term ending July 1, 2027, and Maria Davis, term ending July 1, 2026, to the Entertainment Commission.",Aye,Board of Supervisors,240108
1300,2/27/2024,"Motion appointing Edward Parillon, term ending December 13, 2026, to the Housing Stability Fund Oversight Board.",Aye,Board of Supervisors,240109
1301,2/27/2024,"Resolution confirming report of delinquent real property transfer tax under Business and Tax Regulations Code, Section 1115.1(c), for Assessor’s Parcel Block No. 0340, Lot No. 007 (34 Turk Street); and directing transmission of said report to the Controller and Tax Collector for collection and deposit into the General Fund.",Aye,Board of Supervisors,231068
1302,2/27/2024,"Resolution confirming report of delinquent real property transfer tax under Business and Tax Regulations Code, Section 1115.1(c), for Assessor’s Parcel Block No. 0340, Lot No. 018 (141 Eddy Street); and directing transmission of said report to the Controller and Tax Collector for collection and deposit into the General Fund.",Aye,Board of Supervisors,231069
1303,2/27/2024,"Resolution confirming report of delinquent real property transfer tax under Business and Tax Regulations Code, Section 1115.1(c), for Assessor’s Parcel Block No. 0326, Lot No. 010 (174 Ellis Street); and directing transmission of said report to the Controller and Tax Collector for collection and deposit into the General Fund.",Aye,Board of Supervisors,231070
1304,2/27/2024,"Resolution confirming report of delinquent real property transfer tax under Business and Tax Regulations Code, Section 1115.1(c), for Assessor’s Parcel Block No. 3725, Lot No. 025 (988-992 Howard Street); and directing transmission of said report to the Controller and Tax Collector for collection and deposit into the General Fund.",Aye,Board of Supervisors,231071
1305,2/27/2024,"Ordinance amending the Planning Code to require Conditional Use authorization for converting Private Parking Lots or Vehicle Storage Lots to Fleet Charging in all PDR (Production, Distribution, and Repair) Districts; affirming the Planning Department’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1, and findings of public necessity, convenience, and welfare under Planning Code, Section 302.",Aye,Board of Supervisors,231080
1306,2/27/2024,"Ordinance amending the Planning Code to require Conditional Use authorization for converting Private Parking Lots or Vehicle Storage Lots to Fleet Charging in all PDR (Production, Distribution, and Repair) Districts; affirming the Planning Department’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1, and findings of public necessity, convenience, and welfare under Planning Code, Section 302.",Aye,Board of Supervisors,231080
1307,2/27/2024,"Ordinance amending the Planning Code to require Conditional Use authorizations for establishing Parcel Delivery Service uses, prohibit Non-Cannabis Parcel Delivery Service as an accessory use, and revise zoning control tables to reflect these changes; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors,231223
1308,2/27/2024,"Resolution supporting California State Senate Bill No. 915, introduced by Senator Dave Cortese, which prioritizes local control in the decision to deploy autonomous vehicle services, contingent upon an autonomous vehicle service company receiving approval by the California Department Motor Vehicles and the California Public Utilities Commission, and will prevent deployment in a geographic location until a local government passes an ordinance authorizing operations.",Aye,Board of Supervisors,240132
1309,2/27/2024,"Resolution supporting California State Assembly Bill No. 2319, introduced by Assembly Members Lori Wilson and Akilah Weber, to strengthen the training protocols in the California Dignity in Pregnancy and Childbirth Act of 2019, while introducing penalties for non-compliance from health care providers.",Aye,Board of Supervisors,240145
1310,2/27/2024,"Resolution declaring February 14, 2024, as “Yuan Yuan Tan Day” in the City and County of San Francisco; and recognizing and honoring the San Francisco Richard C. Barker Principal Ballet Dancer on her retirement, for her dedication to the San Francisco Ballet, and for her work promoting the City’s arts and culture across the globe.",Aye,Board of Supervisors,240131
